Page Title,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit
The Status of Girls and Women in San Francisco | Department on the Status of Women,497,411,0:01:25,38,64.1,27.36
San Francisco 311 : Courts - Approved Newspapers of General Circulation - 106831,496,354,0:03:40,350,78.57,69.56
San Francisco Fire Department : 2.16 Submittal Guidelines for Fire Department Access and Fire Flow Approval,496,457,0:02:52,368,79.89,73.99
San Francisco Rent Board : Section 37.11A Civil Actions,496,434,0:01:27,50,74,25.2
City and County of San Francisco : Human Services Agency,496,381,0:01:39,371,73.32,66.73
SFFD Fire Reserve | Fire Department,496,421,0:00:48,13,50,19.96
Controller : Frequently Requested,495,388,0:00:42,122,81.97,34.95
San Francisco District Attorney : FORMER AND CURRENT SAN FRANCISCO UNIFIED SCHOOL DISTRICT EMPLOYEES CHARGED IN MULTI-MILLION DOLLAR SCHEME TO WRONGFULLY DIVERT PUBLIC MONEY,495,455,0:04:03,406,86.21,80
San Francisco Port Department : Department Information Mobile Footer,494,24,0:00:26,7,0,2.02
Mayor's Office of Housing : Limits for Bond-Funded and MOHCD-Funded Affordable Rental Projects,494,429,0:02:09,140,85,53.04
"Department of Children, Youth and Their Families : DCYF Grantees, FY 2015-2016",493,338,0:02:03,96,78.12,37.32
San Francisco 311 : Dept of Public Works BSES 30012 - Homeless - Property,492,418,0:02:33,373,81.5,75.41
Board of Supervisors : Fees,492,470,0:00:24,16,81.25,15.04
City and County of San Francisco : 2014 Community Benefit Agreements (CBAs),492,456,0:01:07,174,75.29,36.59
Office of the Mayor : Preschool Programs,492,404,0:01:59,320,64.38,56.91
San Francisco Police Department : Don't Have a Computer?,492,457,0:01:18,73,84.93,48.98
San Francisco Police Department : Course Listings,491,384,0:00:27,218,87.61,44.6
City and County of San Francisco : Plan Check Forms and Information Sheets,491,320,0:01:30,43,86.05,28.72
Finance Services | Department of Building Inspection,491,321,0:00:53,13,46.15,14.87
Key Programs | Department of Building Inspection,491,363,0:00:41,68,16.18,8.76
Mayor's Office of Housing : Related Links,491,362,0:01:32,158,81.65,45.42
Office of the Mayor : Public Safety,491,420,0:00:54,112,64.29,30.35
San Francisco Rent Board : Section 37.8 Arbitration of Rental Increase Adjustments,491,440,0:02:25,39,82.05,32.79
Campaign & Government Code | Civil Service Commission,490,271,0:00:30,19,36.84,10.61
Board of Supervisors : Public Safety Committee Meetings,490,384,0:00:34,150,22,10.82
Code Advisory Committee | Department of Building Inspection,490,379,0:01:26,205,67.32,41.43
Controller : Performance Measures,490,434,0:01:35,365,83.84,70.2
San Francisco Public Works : Divisadero Streetscape Improvements,490,241,0:00:39,82,13.41,19.18
San Francisco Public Works : Maps of Proposed Paving Candidates,489,232,0:01:08,112,17.86,26.58
Veterans' Affairs Commission,489,357,0:01:03,253,25.69,23.31
San Francisco Fire Department : 4.06 Design Criteria for Fire Department Connections and Standpipe Outlet Valves,487,468,0:03:26,426,92.25,86.65
City and County of San Francisco : Footer,487,107,0:00:39,59,0,14.37
City and County of San Francisco : Language Access & Services,487,242,0:00:55,89,89.13,25.46
San Francisco Ethics Commission: Lobbyist Ordinance Training,487,358,0:02:53,224,68.3,58.52
Office of the Mayor : News Releases : New Bay Area Bike Share Proposal Expands Across Five Bay Area Cities,486,457,0:02:47,415,92.53,89.71
Building Inspection Map | Department of Building Inspection,486,375,0:02:39,52,69.23,48.77
San Francisco Port Department : Fisherman's Wharf Advisory Group,486,183,0:00:18,72,16.67,17.9
San Francisco Law Library : Law Firm Premium Services,485,445,0:01:43,154,93.51,51.96
SMF Objection,485,266,0:02:44,129,42.64,42.47
Calendar & Special Events | Fire Department,484,365,0:02:17,171,47.98,44.21
City and County of San Francisco : Forms - SF City ID Card,484,361,0:01:06,19,78.95,18.8
Fair Chance Ordinance (FCO) | Office of Labor Standards Enforcement,484,380,0:02:42,227,69.6,57.44
Office of the Mayor : Resources,484,427,0:01:33,109,79.82,41.32
San Francisco District Attorney : Alternative Sentencing,483,426,0:02:50,379,82.06,74.95
Section 37.9A Tenant Rights in Certain Displacements Under Section 37.9(a)(13) | Rent Board,483,407,0:03:22,96,52.63,39.34
Anti Bullying Awareness Campaign | Human Rights Commission,483,406,0:01:53,307,77.67,67.08
City and County of San Francisco : Displaced Worker Protection Act,483,381,0:01:24,99,57.58,31.68
Mayor's Office of Housing : Inclusionary Affordable Housing Fee Requirements,483,356,0:01:28,246,43.5,38.3
Administrative Services | Adult Probation Department,482,386,0:01:05,43,69.77,18.88
San Francisco Port Department : Maritime Air Quality,482,165,0:00:29,67,2.99,20.12
City and County of San Francisco : Personal and Professional Development Opportunites,482,351,0:01:09,141,87.94,42.74
San Francisco Police Department : SFPD Operation Outreach: Resources,481,453,0:02:05,370,84.05,78.17
Public Documents Request | Department of Building Inspection,481,383,0:01:30,36,58.33,27.44
Office of Community Investment and Infrastructure : Contracting & Employment,480,381,0:00:54,58,74.14,42.92
Search | Bicycle Advisory Committee,479,465,0:00:12,0,0,1.67
About Us | Veterans Affairs Commission,479,380,0:01:39,115,76.52,51.15
Mayor's Office of Housing and Community Development : Jobs-Housing Linkage Fee Schedule,479,404,0:02:10,330,79.39,68.06
Office of Economic and Workforce Development : Future of work,479,384,0:01:38,217,87.1,56.58
San Francisco Police Department : Department News and Updates : SFPD Seek Public Assistance in Robbery of a News Crew Case,479,446,0:02:14,380,91.05,80.38
San Francisco District Attorney : Policy & Reform,478,380,0:01:22,70,71.43,26.78
Mayor's Office of Housing and Community Development : BMR Rental Program Monitoring and Recertification Process,477,343,0:02:36,247,54.25,44.65
"November 3, 2015 Election Information for Campaigns and Candidates | Department of Elections",476,155,0:01:11,31,28.12,11.13
Court Process | Department of Child Support Services,476,407,0:01:44,89,82.02,34.24
E,476,298,0:13:02,298,64.09,62.61
San Francisco Port Department : Maintenance,476,162,0:00:16,25,8,8.4
Mayor's Office of Housing and Community Development : Estimated Valuation for MOHCD BMR Units,475,436,0:01:54,227,77.97,54.74
City and County of San Francisco : Thank You for Signing-Up,475,436,0:01:36,4,100,15.16
"Employment, Internships & Volunteering | Office of Citizen Complaints",475,257,0:00:26,25,72,23.37
San Francisco Public Works : Tenderloin Pit Stop Brings Relief to the Neighborhood,475,292,0:00:49,246,36.99,52.21
City and County of San Francisco : Domestic Partners Ceremony,474,412,0:01:19,45,71.11,25.53
Board of Supervisors : Clerk of the Board - Customer Satisfaction Form,474,372,0:02:11,172,63.37,46.62
Monthly Statistics | Rent Board,474,339,0:01:00,25,23.08,14.14
San Francisco Port Department : Pier 29 Bulkhead Building,473,149,0:00:53,133,24.06,29.18
H-3 Level I: Emergency Medical Technician | Fire Department,473,382,0:01:49,170,39.64,47.36
Mayor's Office of Housing and Community Development : FAQ on Subordination Requests,473,408,0:01:29,211,85.31,51.37
Office of the Mayor : News Releases : Mayor Lee Announces Small Sites Acquisition of 2840 Folsom Street & Stopping Speculation,473,457,0:02:29,403,96.77,88.58
Qualify to Do Business | Office of Contract Administration,473,351,0:04:52,215,47.93,52.85
"San Francisco Police Department : January 7, 2015",473,435,0:01:01,98,90.82,39.75
Search | State Legislation Committee,473,453,0:00:07,1,100,1.69
City and County of San Francisco : ASL Interpreters,472,397,0:02:18,393,84.48,81.36
City and County of San Francisco : Streaming Video of Vote-by-Mail Processing,472,422,0:01:12,247,68.02,53.81
San Francisco Department of Human Resources : WC Council,472,363,0:01:37,172,78.49,43.22
San Francisco Department of Emergency Management : Press Room,471,376,0:00:48,89,80.9,38.64
Vision Training,470,189,0:00:38,78,80.77,15.32
Board of Supervisors : Ordinances 2011,470,368,0:01:18,71,70.42,26.38
San Francisco Police Department : Department News and Updates : SFPD Make Arrest in 'Suitcase with Human Remains' Incident,470,440,0:00:49,298,84.23,62.55
Search | Asthma Task Force,470,450,0:00:06,0,0,1.49
For Your Information - Page Not Found | Office of Community Investment and Infrastructure,469,365,0:01:26,152,55.26,30.28
Board of Supervisors : Article I: In General,469,440,0:01:18,61,95.08,33.48
Board of Supervisors : Community Resources,469,358,0:00:47,40,75,19.19
Board of Supervisors : Police Pursuit Polices in Other Jurisdictions,469,442,0:05:59,440,94.55,93.82
Office of the Mayor : News Releases : Mayor Lee & President Breed Announce City’s Long-Term Infrastructure & Technology Plans To Improve San Francisco’s Future,469,405,0:01:55,296,71.96,61.83
City and County of San Francisco : Optical Scan Voting Machines,468,402,0:01:25,223,78.03,48.72
Airport Division | Fire Department,468,329,0:00:25,100,29,12.61
Mayor's Office of Housing : NEPA Reviews,468,420,0:02:29,320,86.56,73.08
Mayor's Office of Housing : SOMA Community Stabilization Fund,467,373,0:01:25,207,66.18,47.54
San Francisco : Taxicab Commission,467,363,0:01:33,359,77.72,74.73
San Francisco Public Works : Polk Streetscape Improvements,466,226,0:00:19,103,21.36,23.61
San Francisco District Attorney : Co-Conspirators Arrested and Charged for Bilking Insurance Companies of Over Half-A-Million Dollars,466,410,0:01:50,350,90.57,77.04
San Francisco Ethics Commission: Datasets at data.sfgov.org and Lobbyist Database API,466,314,0:00:59,179,66.48,34.12
San Francisco Rent Board : Topic No. 323: Special Circumstances Petitions Based on Rents for Comparable Units,466,428,0:02:31,102,72.55,30.47
SFGov : Public Safety,465,208,0:01:38,137,85.4,31.61
Public Notices & Meetings | Office of Citizen Complaints,465,341,0:00:59,10,60,20
San Francisco Fire Department : Audio Archives,465,375,0:04:09,130,73.85,60.65
Section 37.10B Tenant Harassment | Rent Board,465,418,0:04:26,228,84.65,66.24
San Francisco Police Department : Organizational Chart: Investigations Bureau,464,346,0:02:27,299,55.18,47.84
San Francisco Department of Emergency Management : Annual Report,464,422,0:04:31,149,91.95,60.56
"Sourcing & Serving Sustainable, Healthy Food | San Francisco Food",463,312,0:01:05,67,58.82,26.13
Frequently Asked Questions | Department on the Status of Women,463,379,0:01:07,22,50,20.73
Housing Plan: Mayor Announces Plan for Stabilized Housing for 500 Teachers | Welcome,463,418,0:01:58,104,72.64,40.6
"San Francisco Port Department : Seawall Lot 337 Public Meeting - June 18, 2007",463,247,0:00:30,235,20,50.11
San Francisco Public Works : DPW Launches Campaign to End Illegal Dumping,463,252,0:00:35,231,27.27,46.65
Search | Office of Community Investment and Infrastructure,463,404,0:01:40,27,45.16,23.11
Search | Library Citizens Advisory Committee,462,449,0:00:05,1,0,1.08
EID Information Bulletin | Department of Building Inspection,462,408,0:01:37,144,76.39,38.53
City and County of San Francisco : Earthquake Retrofit Fair,461,384,0:01:33,147,60.54,38.83
City and County of San Francisco : Subcommittees,461,273,0:00:45,96,93.75,25.6
San Francisco Fire Department : 5.01 Street Widths for Emergency Access,461,410,0:03:21,365,82.47,76.79
Topic No. 302: Capital Improvement Petitions - General Information | Rent Board,461,374,0:02:04,168,45.24,26.03
San Francisco Public Works : DPW Abides By Holiday Moratorium,461,214,0:00:26,195,6.15,40.35
City and County of San Francisco : City Hall Preservation Advisory Commission,461,321,0:01:39,184,28.26,22.13
San Francisco 311 : Structural Maintenance,460,408,0:04:20,87,88.51,73.91
San Francisco 311 : County Clerk - Ceremony Information - 106754,460,304,0:01:51,23,82.61,36.96
TICD Submits First Major Phase Application | Treasure Island Development Authority,460,291,0:03:26,115,60.87,40.87
San Francisco Port Department : Northeast Waterfront Advisory Group : Northeast Waterfront Advisory Group Meeting,459,203,0:00:43,37,32.43,19.83
San Francisco Port Department : RFP Micro-LBE Set Aside Construction Contract Outreach,459,203,0:00:22,32,0,20.48
Office of the Mayor : News Releases : Mayor Lee Announces New Record for Passenger Traffic at SFO,458,423,0:03:25,375,86.13,81.44
Annual Rent Increase for 3/1/16-2/28/17 Announced | Rent Board,458,380,0:02:18,45,71.11,36.68
Film Commission : Location Contacts,458,407,0:02:19,155,81.94,47.16
Office of the Mayor : News Releases : Mayor Lee Announces Funding for Small Site Acquisition Program to Protect Longtime San Francisco Tenants,458,387,0:05:09,368,81.79,79.04
San Francisco Public Works : Construction Management,458,191,0:00:31,184,16.85,27.95
San Francisco Fire Department : 2.04 Fire Sprinkler Submittal,457,437,0:02:49,386,92.23,83.59
Board of Supervisors : Compliance & Amendments Committee,457,255,0:01:02,14,42.86,14.22
City and County of San Francisco : eBulletins,457,351,0:00:42,14,57.14,17.07
Rent Board Amends the Rules and Regulations re Eviction Protections and Additional Occupants | Rent Board,457,241,0:02:00,34,40,21.66
San Francisco Port Department : Port Building Codes,457,182,0:00:33,131,6.11,24.29
San Francisco Fire Department : 5.08 Fire Service Access Elevators,456,408,0:03:14,337,77.74,70.61
City and County of San Francisco : People Pet Profile,456,326,0:00:47,9,77.78,15.13
Controller : City Survey Data and Reports,456,402,0:04:09,349,83.67,78.73
"Department of Children, Youth and Their Families : Our Focus",456,359,0:01:01,78,85,30.26
San Francisco Rent Board : Topic No. 312: Tenant Objections to a Capital Improvement Petition,456,401,0:02:03,53,62.26,26.54
City and County of San Francisco : 2015 Public Notices,455,334,0:01:40,23,56.52,21.32
Equal Pay Advisory Board | Human Rights Commission,455,269,0:02:24,143,61.54,40.66
San Francisco Fire Department : Guidelines for Candles in Public Assembly,455,391,0:02:25,302,73.84,63.3
Mayor's Office of Housing and Community Development : BMR Rent and Income Maximums (Inclusionary Housing Program),455,412,0:03:10,181,70.17,54.73
Project Information | Mission Bay Pavilion Project,455,362,0:01:28,141,85.82,45.93
City and County of San Francisco : Poll Worker Newsletter,454,226,0:01:26,74,59.46,26.87
San Francisco Law Library : Library Cards,454,423,0:02:32,198,85.35,57.05
San Francisco Police Department : SFPD Graffiti Abatement Program,453,349,0:01:14,264,50.38,42.6
San Francisco Port Department : 2011,453,84,0:00:10,12,0,3.53
SFERS : COLA,453,398,0:01:26,193,93.78,52.76
San Francisco Rent Board : Rent Control Laws - Chinese,453,346,0:01:02,50,80,18.98
City and County of San Francisco : Election Center,453,353,0:02:20,192,74.48,55.19
Film Commission : Denise Bradley Tyson,453,419,0:03:11,296,91.22,71.3
Mayor's Office of Housing and Community Development : Housing Home,453,347,0:00:42,185,45.95,26.49
Office of Economic and Workforce Development : Tools and Programs,453,417,0:01:36,108,95.37,44.37
San Francisco 311 : Building Code Issues,453,395,0:02:16,220,81.36,53.64
San Francisco District Attorney : Internship,453,370,0:01:38,139,76.26,46.8
San Francisco Port Department : History Tour,452,186,0:00:38,144,22.92,25.22
City and County of San Francisco : Membership,452,323,0:01:22,108,93.52,39.38
City and County of San Francisco : 我們可以幫助您!,452,312,0:01:48,82,73.17,38.94
CITY LAUNCHES LOCAL GROSS RECEIPTS TAX ONLINE APPLICATION | Treasurer & Tax Collector,452,389,0:01:37,13,46.15,14.38
